name,pl_hostname,pl_letter,pl_discmethod,pl_pnum,pl_orbper,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbeccen,pl_kepflag,pl_k2flag,ra_str,dec_str,ra,dec,st_dist,st_optmag,st_optband,gaia_gmag,st_teff,st_tefferr1,st_tefferr2,st_mass,st_masserr1,st_masserr2,st_rad,st_raderr1,st_raderr2,pl_cbflag,pl_eqt,pl_insol,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_msinie,pl_rade,pl_radeerr1,pl_radeerr2,pl_trandep,pl_trandur,pl_imppar,pl_disc,pl_status,gaia_dist,st_spstr,st_logg,st_metfe,st_age,pl_locale,pl_facility,pl_telescope,pl_instrument,rowupdate,pl_masse,pl_Rforecast2,new_rade,fpl_rade
KIC 10001893 d,KIC 10001893,d,Orbital Brightness Modulation,3,0.81161,NA,NA,NA,NA,1,0,19h09m33.41s,+46d59m04.2s,287.389188,46.984489,1758.47,15.846,Kepler-band,15.711,27500,200,-500,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,3,1758.47,NA,5.35,NA,NA,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2014-10-03,NA,NA,NA,NA
KIC 10525077 b,KIC 10525077,b,Transit,1,854.083,NA,NA,NA,NA,1,0,19h09m30.74s,+47d46m16.3s,287.378077,47.771187,1525.31,15.355,Kepler-band,15.304,6091,164,-213,1.01,0.12,-0.12,1.01,0.1,-0.1,0,NA,NA,NA,NA,NA,NA,5.5,0.9,-0.8,0.25,NA,NA,2015,3,1525.31,NA,4.42,-0.04,NA,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2016-01-05,NA,NA,5.5,5.5
KIC 3558849 b,KIC 3558849,b,Transit,1,1322.3,NA,NA,NA,NA,1,0,19h39m47.96s,+38d36m18.7s,294.949847,38.605197,1258.75,14.218,Kepler-band,14.167,6175,168,-194,0.98,0.11,-0.11,1.01,0.11,-0.11,0,NA,NA,NA,NA,NA,NA,6.9,1,-0.9,0.3969,NA,NA,2015,3,1258.75,NA,4.44,-0.42,NA,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2016-01-05,NA,NA,6.9,6.9
KIC 5437945 b,KIC 5437945,b,Transit,2,440.7813,NA,NA,NA,NA,1,0,19h13m53.97s,+40d39m04.9s,288.474857,40.651357,1322.48,13.771,Kepler-band,13.751,6340,176,-199,1.07,0.17,-0.17,1.24,0.29,-0.29,0,NA,NA,NA,NA,NA,NA,6.4,1.6,-1.6,0.2209,NA,NA,2015,3,1322.48,NA,4.16,-0.38,NA,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2016-01-05,NA,NA,6.4,6.4
KIC 5437945 c,KIC 5437945,c,Transit,2,220.1303357,NA,NA,NA,NA,1,0,19h13m53.97s,+40d39m04.9s,288.474857,40.651357,1322.48,13.771,Kepler-band,13.751,6340,176,-199,1.07,0.17,-0.17,1.24,0.29,-0.29,0,NA,NA,NA,NA,NA,NA,5.52,2.07,-0.73,NA,0.89354,NA,2016,3,1322.48,NA,4.16,-0.38,NA,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2016-05-10,NA,NA,5.52,5.52
KIC 5951458 b,KIC 5951458,b,Transit,1,1320.1,NA,NA,NA,NA,1,0,19h15m57.98s,+41d13m22.9s,288.991582,41.223038,758.78,12.713,Kepler-band,12.688,6258,170,-183,0.98,0.21,-0.21,1.52,0.82,-0.82,0,NA,NA,NA,NA,NA,NA,6.6,26.3,-4.2,0.16,NA,NA,2015,3,758.78,NA,4.08,-0.5,NA,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2016-01-05,NA,NA,6.6,6.6
KIC 7917485 b,KIC 7917485,b,Pulsation Timing Variations,1,840,NA,NA,NA,0.15,1,0,19h57m44.30s,+43d37m57.4s,299.434592,43.632622,1439.31,13.2,V (Johnson),13.109,7067,192,-192,1.63,0.15,-0.12,NA,NA,NA,0,NA,NA,3750.394,254.264,-190.698,3750.394,NA,NA,NA,NA,NA,NA,2016,3,1439.31,A,4,-0.02,NA,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2016-08-18,3750.394,NA,12.4,12.4
KIC 9663113 b,KIC 9663113,b,Transit,2,572.3847,NA,NA,NA,NA,1,0,19h48m10.90s,+46d19m43.3s,297.045421,46.328701,1670.88,13.955,Kepler-band,13.907,6065,155,-180,0.98,0.13,-0.13,1.03,0.12,-0.12,0,NA,NA,NA,NA,NA,NA,4.6,0.6,-0.7,0.1681,NA,NA,2015,3,1670.88,NA,4.42,-0.28,NA,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2016-01-05,NA,NA,4.6,4.6
KIC 9663113 c,KIC 9663113,c,Transit,2,20.74028413,NA,NA,NA,NA,1,0,19h48m10.90s,+46d19m43.3s,297.045421,46.328701,1670.88,13.955,Kepler-band,13.907,6065,155,-180,0.98,0.13,-0.13,1.03,0.12,-0.12,0,NA,NA,NA,NA,NA,NA,4.2,0.63,-0.4,NA,0.432721,NA,2016,3,1670.88,NA,4.42,-0.28,NA,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2016-05-10,NA,NA,4.2,4.2
KMT-2016-BLG-1107L b,KMT-2016-BLG-1107L,b,Microlensing,1,NA,0.342,0.07,-0.085,NA,0,0,17h45m40.26s,-26d01m54.48s,266.41775,-26.0318,6651,NA,NA,NA,NA,NA,NA,0.09,0.09,-0.05,NA,NA,NA,0,NA,NA,1043.43589,1102.23444,-583.21805,NA,NA,NA,NA,NA,NA,NA,2019,3,NA,NA,NA,NA,NA,Ground,KMTNet,1.6 m wide-field telescope,18k Mosaic CCD camera,2019-02-21,1043.43589,NA,13.1,13.1
KMT-2016-BLG-1397L b,KMT-2016-BLG-1397L,b,Microlensing,1,NA,5.1,1.5,-1.7,NA,0,0,18h10m39.51s,-24d51m27.9s,272.664612,-24.857738,6600,NA,NA,NA,NA,NA,NA,0.45,0.33,-0.28,NA,NA,NA,0,NA,NA,2224.81,1652.716,-1366.669,NA,NA,NA,NA,NA,NA,NA,2018,3,NA,NA,NA,NA,NA,Ground,KMTNet,1.6 m wide-field telescope,18k Mosaic CCD camera,2018-11-08,2224.81,NA,12.7,12.7
KMT-2016-BLG-1820L b,KMT-2016-BLG-1820L,b,Microlensing,1,NA,1.08,0.22,-0.24,NA,0,0,17h55m03.54s,-29d31m00.9s,268.76474,-29.51692,6260,NA,NA,NA,NA,NA,NA,0.04,0.04,-0.02,NA,NA,NA,0,NA,NA,1452.4831,1598.6849,-680.1562,NA,NA,NA,NA,NA,NA,NA,2018,3,NA,NA,NA,NA,NA,Ground,KMTNet,1.6 m wide-field telescope,18k Mosaic CCD camera,2018-11-08,1452.4831,NA,12.9,12.9
KMT-2016-BLG-2142L b,KMT-2016-BLG-2142L,b,Microlensing,1,NA,0.83,0.15,-0.2,NA,0,0,17h52m26.88s,-29d23m04.4s,268.112,-29.384562,7010,NA,NA,NA,NA,NA,NA,0.07,0.12,-0.04,NA,NA,NA,0,NA,NA,4923.1867,7942.5717,-2726.9814,NA,NA,NA,NA,NA,NA,NA,2018,3,NA,NA,NA,NA,NA,Ground,KMTNet,1.6 m wide-field telescope,18k Mosaic CCD camera,2018-11-08,4923.1867,NA,12.2,12.2
KMT-2017-BLG-1038L b,KMT-2017-BLG-1038L,b,Microlensing,1,NA,1.8,0.6,-0.5,NA,0,0,17h44m41.02s,-25d08m34.91s,266.170917,-25.143031,6000,NA,NA,NA,NA,NA,NA,0.37,0.36,-0.2,NA,NA,NA,0,NA,NA,635.66,635.66,-349.613,NA,NA,NA,NA,NA,NA,NA,2019,3,NA,NA,NA,NA,NA,Ground,KMTNet,1.6 m wide-field telescope,18k Mosaic CCD camera,2019-03-14,635.66,NA,13.4,13.4
KMT-2017-BLG-1146L b,KMT-2017-BLG-1146L,b,Microlensing,1,NA,1.6,0.6,-0.6,NA,0,0,17h56m25.40s,-33d08m32.89s,269.105833,-33.142469,6500,NA,NA,NA,NA,NA,NA,0.33,0.36,-0.2,NA,NA,NA,0,NA,NA,225.6593,254.264,-133.4886,NA,NA,NA,NA,NA,NA,NA,2019,3,NA,NA,NA,NA,NA,Ground,KMTNet,1.6 m wide-field telescope,18k Mosaic CCD camera,2019-03-14,225.6593,NA,14,14
KOI-12 b,KOI-12,b,Transit,1,17.85523,NA,NA,NA,0.72,1,0,19h49m48.90s,+41d00m39.6s,297.453731,41.010991,403.99,11.353,Kepler-band,11.253,6820,120,-120,1.82,1.64,-1.64,1.75,0.51,-0.51,0,NA,NA,1690.8556,1941.9413,-1941.9413,NA,17.262,5.044,-5.044,0.82,NA,NA,2015,3,403.99,NA,4.34,0.09,NA,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2018-04-26,1690.8556,NA,17.262,17.262
KOI-1257 b,KOI-1257,b,Transit,1,86.647661,0.382,0.006,-0.006,0.772,1,0,19h24m54.04s,+44d55m38.6s,291.22518,44.927383,900,14.867,V (Johnson),14.642,5520,80,-80,0.99,0.05,-0.05,1.13,0.14,-0.14,0,511,NA,460.83,111.24,-111.24,NA,10.54,1.35,-1.35,NA,NA,NA,2014,3,NA,G5 V,4.32,0.27,9.3,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2014-06-25,460.83,NA,10.54,10.54
KOI-13 b,KOI-13,b,Transit,1,1.763588,0.03641,8.7e-4,-8.7e-4,6.4e-4,1,0,19h07m53.09s,+46d52m06.1s,286.971199,46.868362,415,9.958,Kepler-band,NA,7650,250,-250,1.72,0.1,-0.1,1.74,0.04,-0.04,0,2550,NA,2949.4624,50.8528,-50.8528,NA,16.948,0.392,-0.392,NA,NA,0.2536,2011,3,NA,NA,4.2,0.2,NA,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2015-10-15,2949.4624,NA,16.948,16.948
KOI-142 b,KOI-142,b,Transit,2,10.95416,NA,NA,NA,0.05593,1,0,19h24m35.54s,+40d40m09.9s,291.148088,40.669407,339,13.11,V (Johnson),13.105,5471,50,-50,0.96,0.04,-0.05,0.88,0.03,-0.04,0,NA,NA,8.7,2.5,-2.5,NA,3.78,0.39,-0.36,NA,0.1367,0.372,2013,3,381.01,G6 V,4.53,0.2,2.2,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2014-05-14,8.7,NA,3.78,3.78
KOI-142 c,KOI-142,c,Transit Timing Variations,2,22.3395,0.15525,NA,NA,0.05628,1,0,19h24m35.54s,+40d40m09.9s,291.148088,40.669407,339,13.11,V (Johnson),13.105,5471,50,-50,0.96,0.04,-0.05,0.88,0.03,-0.04,0,NA,NA,198.8,9.2,-10.6,NA,NA,NA,NA,NA,NA,NA,2013,3,381.01,G6 V,4.53,0.2,2.2,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2014-05-14,198.8,NA,14.1,14.1
KOI-1599 b,KOI-1599,b,Transit,2,13.6088,0.112293,NA,NA,0.0114,1,0,19h53m29.72s,+40d37m06.3s,298.373847,40.618421,1168.99,14.802,Kepler-band,14.854,NA,NA,NA,1.02,NA,NA,0.97,NA,NA,0,NA,NA,9,0.3,-0.3,NA,1.9,0.2,-0.2,NA,NA,NA,2019,3,1168.99,NA,NA,NA,NA,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2019-05-23,9,NA,1.9,1.9
KOI-1599 c,KOI-1599,c,Transit,2,20.4415,0.14728,NA,NA,0.014,1,0,19h53m29.72s,+40d37m06.3s,298.373847,40.618421,1168.99,14.802,Kepler-band,14.854,NA,NA,NA,1.02,NA,NA,0.97,NA,NA,0,NA,NA,4.6,0.3,-0.3,NA,1.9,0.3,-0.3,NA,NA,NA,2019,3,1168.99,NA,NA,NA,NA,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2019-05-23,4.6,NA,1.9,1.9
KOI-217 b,KOI-217,b,Transit,1,3.90512,0.0477,7e-4,-7e-4,0,1,0,19h39m27.72s,+46d17m09.1s,294.865505,46.285854,800,15.127,Kepler-band,15.101,5545,NA,NA,0.95,0.05,NA,0.86,0.02,NA,0,NA,NA,NA,NA,NA,NA,12.442,0.224,-0.224,1.756,NA,NA,2010,3,939.21,NA,NA,NA,NA,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2014-05-14,NA,NA,12.442,12.442
KOI-351 b,KOI-351,b,Transit,8,7.008151,0.074,0.016,-0.016,NA,1,0,18h57m44.04s,+49d18m18.6s,284.433492,49.305161,780,13.804,Kepler-band,13.74,6080,260,-170,1.2,0.1,-0.1,1.2,0.1,-0.1,0,NA,NA,NA,NA,NA,NA,1.31,0.17,-0.17,NA,0.1663,0.13,2013,3,869.51,NA,4.4,-0.12,NA,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2014-05-14,NA,NA,1.31,1.31
KOI-351 c,KOI-351,c,Transit,8,8.719375,0.089,0.012,-0.012,NA,1,0,18h57m44.04s,+49d18m18.6s,284.433492,49.305161,780,13.804,Kepler-band,13.74,6080,260,-170,1.2,0.1,-0.1,1.2,0.1,-0.1,0,NA,NA,NA,NA,NA,NA,1.19,0.14,-0.14,NA,0.1838,0.09,2013,3,869.51,NA,4.4,-0.12,NA,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2014-05-14,NA,NA,1.19,1.19
KOI-351 d,KOI-351,d,Transit,8,59.73667,0.32,0.05,-0.05,NA,1,0,18h57m44.04s,+49d18m18.6s,284.433492,49.305161,780,13.804,Kepler-band,13.74,6080,260,-170,1.2,0.1,-0.1,1.2,0.1,-0.1,0,NA,NA,NA,NA,NA,NA,2.87,0.3,-0.3,NA,0.35,0.28,2013,3,869.51,NA,4.4,-0.12,NA,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2014-05-14,NA,NA,2.87,2.87
KOI-351 e,KOI-351,e,Transit,8,91.93913,0.42,0.06,-0.06,NA,1,0,18h57m44.04s,+49d18m18.6s,284.433492,49.305161,780,13.804,Kepler-band,13.74,6080,260,-170,1.2,0.1,-0.1,1.2,0.1,-0.1,0,NA,NA,NA,NA,NA,NA,2.66,0.29,-0.29,NA,0.4046,0.27,2013,3,869.51,NA,4.4,-0.12,NA,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2014-05-14,NA,NA,2.66,2.66
KOI-351 f,KOI-351,f,Transit,8,124.9144,0.48,0.09,-0.09,NA,1,0,18h57m44.04s,+49d18m18.6s,284.433492,49.305161,780,13.804,Kepler-band,13.74,6080,260,-170,1.2,0.1,-0.1,1.2,0.1,-0.1,0,NA,NA,NA,NA,NA,NA,2.88,0.52,-0.52,NA,0.4558,0.35,2013,3,869.51,NA,4.4,-0.12,NA,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2014-05-14,NA,NA,2.88,2.88
KOI-351 g,KOI-351,g,Transit,8,210.60697,0.71,0.08,-0.08,NA,1,0,18h57m44.04s,+49d18m18.6s,284.433492,49.305161,780,13.804,Kepler-band,13.74,6080,260,-170,1.2,0.1,-0.1,1.2,0.1,-0.1,0,NA,NA,NA,NA,NA,NA,8.1,0.8,-0.8,NA,0.5247,0.45,2013,3,869.51,NA,4.4,-0.12,NA,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2014-05-14,NA,NA,8.1,8.1
KOI-351 h,KOI-351,h,Transit,8,331.60059,1.01,0.11,-0.11,NA,1,0,18h57m44.04s,+49d18m18.6s,284.433492,49.305161,780,13.804,Kepler-band,13.74,6080,260,-170,1.2,0.1,-0.1,1.2,0.1,-0.1,0,NA,NA,NA,NA,NA,NA,11.3,1,-1,NA,0.614,0.36,2013,3,869.51,NA,4.4,-0.12,NA,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2014-05-14,NA,NA,11.3,11.3
KOI-351 i,KOI-351,i,Transit,8,14.44912,NA,NA,NA,NA,1,0,18h57m44.04s,+49d18m18.6s,284.433492,49.305161,780,13.804,Kepler-band,13.74,6080,260,-170,1.2,0.1,-0.1,1.2,0.1,-0.1,0,709,NA,NA,NA,NA,NA,1.32,0.21,-0.21,NA,0.1166667,0.5,2017,3,869.51,NA,4.4,-0.12,NA,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2017-12-14,NA,NA,1.32,1.32
KOI-3680 b,KOI-3680,b,Transit,1,141.241671,0.534,0.012,-0.03,0.496,1,0,19h33m07.58s,+45d18m34.8s,293.281566,45.309677,946.59,14.77,V (Johnson),14.503,5830,100,-100,1.01,0.07,-0.16,0.96,0.05,-0.06,0,347,NA,613.4119,60.3877,-66.7443,NA,11.097,0.673,-0.785,NA,0.2807,0.15,2018,3,946.59,NA,4.47,0.16,3.2,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2018-12-06,613.4119,NA,11.097,11.097
KOI-55 b,KOI-55,b,Orbital Brightness Modulation,2,0.240104,0.006,NA,NA,NA,1,0,19h45m25.47s,+41d05m33.9s,296.356105,41.092755,1180,14.87,V (Johnson),14.906,27730,270,-270,0.5,0,-0,0.2,0.01,-0.01,0,NA,NA,0.44,NA,NA,NA,0.759,NA,NA,NA,NA,NA,2011,3,1273.86,B,5.52,NA,NA,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2014-05-14,0.44,NA,0.759,0.759
KOI-55 c,KOI-55,c,Orbital Brightness Modulation,2,0.342887,0.0076,NA,NA,NA,1,0,19h45m25.47s,+41d05m33.9s,296.356105,41.092755,1180,14.87,V (Johnson),14.906,27730,270,-270,0.5,0,-0,0.2,0.01,-0.01,0,NA,NA,0.655,NA,NA,NA,0.867,NA,NA,NA,NA,NA,2011,3,1273.86,B,5.52,NA,NA,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2014-05-14,0.655,NA,0.867,0.867
KOI-7892 b,KOI-7892,b,Transit,2,31.8099,NA,NA,NA,NA,1,0,18h49m30.61s,+44d41m40.5s,282.37753,44.694592,1106.37,14.294,Kepler-band,14.217,6474,178,-267,1.04,0.2,-0.2,1.26,0.56,-0.56,0,NA,NA,NA,NA,NA,NA,4.1,2.2,-1.9,0.09,NA,NA,2015,3,1106.37,NA,4.31,-0.16,NA,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2016-01-05,NA,NA,4.1,4.1
KOI-7892 c,KOI-7892,c,Transit,2,75.2,NA,NA,NA,NA,1,0,18h49m30.61s,+44d41m40.5s,282.37753,44.694592,1106.37,14.294,Kepler-band,14.217,6474,178,-267,1.04,0.2,-0.2,1.26,0.56,-0.56,0,NA,NA,NA,NA,NA,NA,2.4,1.9,-1.4,0.0324,NA,NA,2015,3,1106.37,NA,4.31,-0.16,NA,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2016-01-05,NA,NA,2.4,2.4
KOI-94 b,KOI-94,b,Transit,4,3.743208,0.05119,6.7e-4,-6.7e-4,0.25,1,0,19h49m19.93s,+41d53m28.0s,297.333057,41.891117,483.65,12.205,Kepler-band,12.188,6182,58,-58,1.28,0.05,-0.05,1.52,0.14,-0.14,0,1486,NA,10.5,4.6,-4.6,NA,1.71,0.16,-0.16,NA,NA,0.088,2013,3,483.65,NA,4.18,0.023,3.16,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2014-05-14,10.5,NA,1.71,1.71
KOI-94 c,KOI-94,c,Transit,4,10.423648,0.1013,0.0013,-0.0013,0.43,1,0,19h49m19.93s,+41d53m28.0s,297.333057,41.891117,483.65,12.205,Kepler-band,12.188,6182,58,-58,1.28,0.05,-0.05,1.52,0.14,-0.14,0,1012,NA,15.6,5.7,-15.6,NA,4.32,0.41,-0.41,NA,NA,0.41,2013,3,483.65,NA,4.18,0.023,3.16,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2014-05-14,15.6,NA,4.32,4.32
KOI-94 d,KOI-94,d,Transit,4,22.342989,0.1684,0.0022,-0.0022,0.022,1,0,19h49m19.93s,+41d53m28.0s,297.333057,41.891117,483.65,12.205,Kepler-band,12.188,6182,58,-58,1.28,0.05,-0.05,1.52,0.14,-0.14,0,806,NA,106,11,-11,NA,11.27,1.06,-1.06,NA,NA,0.055,2013,3,483.65,NA,4.18,0.023,3.16,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2014-05-14,106,NA,11.27,11.27
KOI-94 e,KOI-94,e,Transit,4,54.32031,0.3046,0.004,-0.004,0.019,1,0,19h49m19.93s,+41d53m28.0s,297.333057,41.891117,483.65,12.205,Kepler-band,12.188,6182,58,-58,1.28,0.05,-0.05,1.52,0.14,-0.14,0,584,NA,35,18,-28,NA,6.56,0.62,-0.62,NA,NA,0.18,2013,3,483.65,NA,4.18,0.023,3.16,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2014-05-14,35,NA,6.56,6.56
KPS-1 b,KPS-1,b,Transit,1,1.706291,0.0269,0.001,-0.001,0,0,0,11h00m40.18s,+64d57m50.5s,165.167404,64.96402,264.69,13.033,V (Johnson),12.793,5165,90,-90,0.89,0.09,-0.1,0.91,0.09,-0.08,0,1459,729,346.4347,27.33338,-27.65121,NA,11.545,1.457,-1.345,NA,0.07,0.754,2018,3,264.69,K1 V,4.47,0.22,NA,Ground,Acton Sky Portal Observatory,Rowe-Ackermann Schmidt Astrograph telescope,SBIG ST-8300M camera,2018-04-26,346.4347,NA,11.545,11.545
L 98-59 b,L 98-59,b,Transit,3,2.25314,0.0233,0.0017,-0.0017,0.1,0,0,08h18m07.62s,-68d18m46.80s,124.53175,-68.313,10.62,NA,NA,10.598,3367,150,-150,0.31,0.01,-0.01,0.31,0.01,-0.01,0,NA,23.9,0.5,0.3,-0.2,NA,0.8,0.05,-0.05,NA,0.0425,0.36,2019,3,10.62,M3 V,NA,-0.5,1,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,2019-06-13,0.5,NA,0.8,0.8
L 98-59 c,L 98-59,c,Transit,3,3.690621,0.0324,0.0023,-0.0024,0.09,0,0,08h18m07.62s,-68d18m46.80s,124.53175,-68.313,10.62,NA,NA,10.598,3367,150,-150,0.31,0.01,-0.01,0.31,0.01,-0.01,0,NA,12.4,2.4,1.8,-0.8,NA,1.35,0.08,-0.07,NA,0.0516667,0.29,2019,3,10.62,M3 V,NA,-0.5,1,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,2019-06-13,2.4,NA,1.35,1.35
L 98-59 d,L 98-59,d,Transit,3,7.45086,0.052,0.004,-0.004,0.2,0,0,08h18m07.62s,-68d18m46.80s,124.53175,-68.313,10.62,NA,NA,10.598,3367,150,-150,0.31,0.01,-0.01,0.31,0.01,-0.01,0,NA,4.85,3.4,2.7,-1.4,NA,1.57,0.14,-0.14,NA,0.0379167,0.89,2019,3,10.62,M3 V,NA,-0.5,1,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,2019-06-13,3.4,NA,1.57,1.57
LHS 1140 b,LHS 1140,b,Transit,2,24.736959,0.0936,0.0024,-0.0024,0.06,0,0,00h44m59.34s,-15d16m17.5s,11.24724,-15.271532,14.99,14.18,V (Johnson),12.671,3216,39,-39,0.18,0.01,-0.01,0.21,0,-0,0,235,0.5,6.98,0.89,-0.89,NA,1.727,0.032,-0.032,NA,NA,NA,2017,3,14.99,M4.5 V,NA,-0.24,5,Ground,MEarth Project,0.4 m MEarth Telescope,Apogee CCD Sensor,2018-12-06,6.98,NA,1.727,1.727
LHS 1140 c,LHS 1140,c,Transit,2,3.777931,0.02675,7e-4,-7e-4,0.31,0,0,00h44m59.34s,-15d16m17.5s,11.24724,-15.271532,14.99,14.18,V (Johnson),12.671,3216,39,-39,0.18,0.01,-0.01,0.21,0,-0,0,438,6.16,1.81,0.39,-0.39,NA,1.282,0.024,-0.024,NA,NA,NA,2018,3,14.99,M4.5 V,NA,-0.24,5,Multiple Locales,Multiple Observatories,Multiple Telescopes,Multiple Instruments,2018-12-06,1.81,NA,1.282,1.282
LHS 3844 b,LHS 3844,b,Transit,1,0.46292913,0.00622,1.7e-4,-1.7e-4,NA,0,0,22h41m58.10s,-69d10m08.4s,340.492104,-69.168986,14.9,15.26,V (Johnson),13.393,3036,77,-77,0.15,0.01,-0.01,0.19,0.01,-0.01,0,805,70.1,NA,NA,NA,NA,1.303,0.022,-0.022,NA,0.0217167,0.186,2019,3,14.89,M5,5.06,NA,NA,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,2019-01-24,NA,NA,1.303,1.303
LkCa 15 b,LkCa 15,b,Imaging,2,NA,14.7,2.1,-2.1,NA,0,0,04h39m17.80s,+22d21m03.5s,69.824148,22.350967,158.87,12.025,V (Johnson),11.589,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015,3,158.87,NA,NA,NA,NA,Ground,Large Binocular Telescope Observatory,Large Binocular Telescope,LMIRCam,2015-12-03,NA,NA,NA,NA
LkCa 15 c,LkCa 15,c,Imaging,2,NA,18.6,2.5,-2.5,NA,0,0,04h39m17.80s,+22d21m03.5s,69.824148,22.350967,158.87,12.025,V (Johnson),11.589,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015,3,158.87,NA,NA,NA,NA,Ground,Large Binocular Telescope Observatory,Large Binocular Telescope,LMIRCam,2015-12-03,NA,NA,NA,NA
LSPM J2116+0234 b,LSPM J2116+0234,b,Radial Velocity,1,14.4399,0.0876,0.0022,-0.0021,0.183,0,0,21h16m27.28s,+02d34m51.39s,319.113667,2.580942,17.64,NA,NA,10.86,3475,51,-51,0.43,0.03,-0.03,0.43,0.01,-0.01,0,NA,NA,13.3,1,-1.1,13.3,NA,NA,NA,NA,NA,NA,2019,3,17.64,M3.0 V,4.95,-0.05,2,Ground,Calar Alto Observatory,3.5 m telescope,CARMENES,2019-06-13,13.3,4.101221895461732,4.101221895461732,3.71
Lupus-TR-3 b,Lupus-TR-3,b,Transit,1,3.91405,0.0464,7e-4,-7e-4,0,0,0,15h30m18.62s,-42d58m47.7s,232.577571,-42.979908,2000,NA,NA,18.765,5000,150,NA,0.87,0.04,NA,0.82,0.05,NA,0,NA,NA,257.431,57.207,-57.207,NA,9.976,0.785,-0.785,NA,NA,NA,2007,3,729.76,NA,NA,NA,NA,Ground,Multiple Observatories,Multiple Telescopes,Multiple Instruments,2014-05-14,257.431,NA,9.976,9.976
MASCARA-1 b,MASCARA-1,b,Transit,1,2.14878,0.043,0.005,-0.005,0,0,0,21h10m12.37s,+10d44m19.9s,317.551544,10.738873,188.7,8.273,V (Johnson),8.242,7554,150,-150,1.72,0.07,-0.07,2.1,0.2,-0.2,0,2570,NA,1175.971,286.047,-286.047,NA,16.814,3.363,-3.363,NA,0.16875,0.2,2017,3,183.21,A8,4,0,1,Ground,Multiple Observatories,Multiple Telescopes,Multiple Instruments,2017-11-02,1175.971,NA,16.814,16.814
MOA-2007-BLG-192L b,MOA-2007-BLG-192L,b,Microlensing,1,NA,0.62,0.22,-0.16,NA,0,0,18h08m03.80s,-27d09m00.3s,272.015825,-27.150075,1000,NA,NA,NA,NA,NA,NA,0.06,0.03,-0.02,NA,NA,NA,0,NA,NA,3.3,4.9,-1.6,NA,NA,NA,NA,NA,NA,NA,2008,3,NA,NA,NA,NA,NA,Ground,MOA,1.8 m MOA Telescope,MOA CCD Array,2014-10-29,3.3,NA,1.63,1.63
